IDT_AC;REF_CTR_INN;NUM_FOL_XTR;DAT_CRE_MVT_CPB;NUM_ORD_MVT_CPB;COD_LNG_RIU;LIB_OPE_INL_1;LIB_OPE_INL_2;LIB_OPE_INL_3;LIB_OPE_INL_4
65500425550;"0090093944954";"11004";2026-04-27;"00034";"FR";"Virement de";"ZIGZAG";"260425/06621363121/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00035";"FR";"Virement de";"ZIGZAG";"260425/06621309125/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00036";"FR";"Virement de";"ZIGZAG";"260425/06621295271/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00037";"FR";"Virement de";"ZIGZAG";"260425/06621120841/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00038";"FR";"Virement de";"ZIGZAG";"260425/06621027960/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00039";"FR";"Virement de";"ZIGZAG";"260425/06621018845/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00040";"FR";"Virement de";"ZIGZAG";"260425/06620913974/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00041";"FR";"Virement de";"ZIGZAG";"260425/06620821488/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00042";"FR";"Virement de";"ZIGZAG";"260425/06620790011/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00043";"FR";"Virement de";"ZIGZAG";"260425/06620576411/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00044";"FR";"Virement de";"ZIGZAG";"260425/06620535467/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00045";"FR";"Virement de";"ZIGZAG";"260425/06620446749/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00046";"FR";"Virement de";"ZIGZAG";"260425/06620385309/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00047";"FR";"Virement de";"ZIGZAG";"260425/06620127157/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00048";"FR";"Virement de";"ZIGZAG";"260425/06619925441/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00049";"FR";"Virement de";"ZIGZAG";"260425/06619892233/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00050";"FR";"Virement de";"ZIGZAG";"260426/06622676582/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00051";"FR";"Virement de";"ZIGZAG";"260426/06622595059/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00052";"FR";"Virement de";"ZIGZAG";"260426/06622547069/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00053";"FR";"Virement de";"ZIGZAG";"260426/06622337811/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00054";"FR";"Virement de";"ZIGZAG";"260426/06622337810/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00055";"FR";"Virement de";"ZIGZAG";"260426/06622329848/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00056";"FR";"Virement de";"ZIGZAG";"260426/06622132673/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00057";"FR";"Virement de";"ZIGZAG";"260426/06621863970/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00058";"FR";"Virement de";"ZIGZAG";"260426/06621825119/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00059";"FR";"Virement de";"EDEN D";"02911-25-26117422001209";""
65500425550;"0090093944954";"11004";2026-04-27;"00060";"FR";"Domiciliation pour";"SEPA JOSEPH KADILUD";"BE261700846872";""
65500425550;"0090093944954";"11004";2026-04-27;"00061";"FR";"Virement de";"NILLUNDIL JODDULUF";"867323324873";""
65500425550;"0090093944954";"11004";2026-04-27;"00062";"FR";"Virement de";"NILLUNDIL JODDULUF";"867530294480";""
65500425550;"0090093944954";"11004";2026-04-27;"00063";"FR";"Virement de";"ZIGZAG";"260427/06623989326/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00064";"FR";"Virement de";"ZIGZAG";"260427/06623955883/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00065";"FR";"Virement de";"ZIGZAG";"260427/06623696280/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00066";"FR";"Virement de";"ZIGZAG";"260427/06623568918/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00067";"FR";"Virement de";"ZIGZAG";"260427/06623288328/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00068";"FR";"Virement de";"ZIGZAG";"260427/06623131321/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00069";"FR";"Virement de";"ZIGZAG";"260427/06623045591/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00070";"FR";"Virement de";"ZIGZAG";"260427/06622968207/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00071";"FR";"Virement de";"ZIGZAG";"260427/06622921122/01894808       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00001";"FR";"Virement de";"EDEN KUTVIA";"0131695574";""
65500425550;"0090093944954";"11005";2026-05-08;"00002";"FR";"Virement de";"ZIGZAG";"260507/06641427950/01894809       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00003";"FR";"Virement de";"ZIGZAG";"260507/06641328098/01894808       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00004";"FR";"Virement de";"ZIGZAG";"260507/06641322823/01319987       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00005";"FR";"Virement de";"ZIGZAG";"260507/06641322822/01319987       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00006";"FR";"Virement de";"ZIGZAG";"260507/06641227521/01894808       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00007";"FR";"Virement de";"ZIGZAG";"260507/06640792594/01894808       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00008";"FR";"Virement de";"ZIGZAG";"260507/06640769817/01894809       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00009";"FR";"Virement de";"ZIGZAG";"260507/06640755584/01894807       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00010";"FR";"Virement de";"ZIGZAG";"260507/06640602036/01894807       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00011";"FR";"Virement de";"ZIGZAG";"260507/06640491048/01894809       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00012";"FR";"Virement de";"ZIGZAG";"260507/06640472051/01894806       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00013";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000082";""
65500425550;"0090093944954";"11005";2026-05-08;"00014";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000310";""
65500425550;"0090093944954";"11005";2026-05-08;"00015";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000324";""
65500425550;"0090093944954";"11005";2026-05-08;"00016";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000432";""
65500425550;"0090093944954";"11005";2026-05-08;"00017";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000608";""
65500425550;"0090093944954";"11005";2026-05-08;"00018";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000652";""
65500425550;"0090093944954";"11005";2026-05-08;"00019";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000966";""
65500425550;"0090093944954";"11005";2026-05-08;"00020";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000986";""
65500425550;"0090093944954";"11005";2026-05-08;"00021";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000992";""
65500425550;"0090093944954";"11005";2026-05-08;"00022";"FR";"Virement de";"ZIGZAG";"260507/06642204886/01894808       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00023";"FR";"Virement de";"ZIGZAG";"260507/06642213525/01894806       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00024";"FR";"Virement de";"ZIGZAG";"260507/06642183323/01894807       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00025";"FR";"Virement de";"ZIGZAG";"260507/06642176919/01894808       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00026";"FR";"Virement de";"ZIGZAG";"260507/06642155915/01894807       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00027";"FR";"Virement de";"ZIGZAG";"260507/06642138748/01319987       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00028";"FR";"Virement de";"ZIGZAG";"260507/06642064854/01894808       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00029";"FR";"Virement de";"ZIGZAG";"260507/06641998776/01894809       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00030";"FR";"Virement de";"ZIGZAG";"260507/06641863520/01319987       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00031";"FR";"Virement de";"ZIGZAG";"260507/06641823824/01894807       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00032";"FR";"Virement de";"ZIGZAG";"260507/06641689807/01894807       /";""
65500425550;"0090093944954";"11005";2026-05-08;"00033";"FR";"Virement de";"GOVUDFO ILDUFLODIILO";"202605080840298853ISABEL";""
65500425550;"0090093944954";"11005";2026-05-08;"00034";"FR";"IMP MILLA LEANA   RAISON NON CO";"";"";""
65500425560;"0090093945076";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MEDIA ARME";"PAYMENT: 71309032 INVOICE: 11348579";""
65500425656;"0090093947521";"11026";2026-04-27;"00001";"FR";"Virement de";"ACOGEC DINIOO";"6311100013220260427082914000";""
65500425678;"0090093947710";"11016";2026-04-27;"00001";"FR";"Virement de";"MLLE ELOUAN";"02911-25-26117422005317";""
65500425678;"0090093947710";"11016";2026-04-27;"00002";"FR";"Virement de";"KRISTEN AARON";"02911-25-26117422011118";""
65500425678;"0090093947710";"11016";2026-04-27;"00003";"FR";"Virement de";"MME ELLI";"02911-25-26117612012504";""
65500425678;"0090093947710";"11016";2026-04-27;"00004";"FR";"Virement de";"SANTU";"02911-25-26117612013719";""
65500425678;"0090093947710";"11016";2026-04-27;"00005";"FR";"Domiciliation pour";"SEPA NOA ELIOT";"168734-BE-0/BAIL ACTEA/FC26160815/0";""
65500425678;"0090093947710";"11018";2026-05-08;"00001";"FR";"Virement de";"MAHE LEWIS";"02911-25-26128412008331";""
65500425678;"0090093947710";"11018";2026-05-08;"00002";"FR";"Virement de";"ROBICHAUD RIYA";"02911-25-26128412017713";""
65500425678;"0090093947710";"11018";2026-05-08;"00003";"FR";"Virement de";"SIVIDUOT";"E1FE54CBDDFD42478F7B55B35ADA3185";""
65500425687;"0090093946851";"11004";2026-04-27;"00001";"FR";"Virement de";"ZIGZAG";"260424/06618907690/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00002";"FR";"Virement de";"ZIGZAG";"260424/06618594427/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00003";"FR";"Virement de";"ZIGZAG";"260424/06618284999/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00004";"FR";"Virement de";"ZIGZAG";"260424/06618084877/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00005";"FR";"Virement de";"ZIGZAG";"260424/06619564189/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00006";"FR";"Virement de";"ZIGZAG";"260424/06619082753/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00007";"FR";"Virement de";"ZIGZAG";"260425/06621018900/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00008";"FR";"Virement de";"ZIGZAG";"260425/06621309645/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00009";"FR";"Virement de";"ZIGZAG";"260425/06621077457/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00010";"FR";"Virement de";"ZIGZAG";"260425/06620836178/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00011";"FR";"Virement de";"ZIGZAG";"260425/06620597197/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00012";"FR";"Virement de";"ZIGZAG";"260425/06620253668/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00013";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500425687;"0090093946851";"11004";2026-04-27;"00014";"FR";"Virement de";"5F L.H";"OV-00021418-16803";""
65500425687;"0090093946851";"11004";2026-04-27;"00015";"FR";"Virement de";"5F L.H";"OV-00021418-16804";""
65500425687;"0090093946851";"11004";2026-04-27;"00016";"FR";"Virement de";"5F L.H";"OV-00021418-16805";""
65500425687;"0090093946851";"11004";2026-04-27;"00017";"FR";"Virement de";"5F L.H";"OV-00021418-16806";""
65500425687;"0090093946851";"11004";2026-04-27;"00018";"FR";"Virement de";"5F L.H";"OV-00021418-16807";""
65500425687;"0090093946851";"11004";2026-04-27;"00019";"FR";"Virement de";"5F L.H";"OV-00021418-16808";""
65500425687;"0090093946851";"11004";2026-04-27;"00020";"FR";"Virement de";"5F L.H";"OV-00021418-16809";""
65500425687;"0090093946851";"11004";2026-04-27;"00021";"FR";"Virement de";"5F L.H";"OV-00021418-16810";""
65500425687;"0090093946851";"11004";2026-04-27;"00022";"FR";"Virement de";"5F L.H";"OV-00021418-16811";""
65500425687;"0090093946851";"11004";2026-04-27;"00023";"FR";"Virement de";"5F L.H";"OV-00021418-16812";""
65500425687;"0090093946851";"11004";2026-04-27;"00024";"FR";"Virement de";"ZIGZAG";"260427/06623876549/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00025";"FR";"Virement de";"ZIGZAG";"260427/06623726907/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00026";"FR";"Virement de";"ZIGZAG";"260427/06623345140/01120692       /";""
65500425687;"0090093946851";"11004";2026-04-27;"00027";"FR";"Virement de";"ZIGZAG";"260427/06623080640/01120692       /";""
65500425687;"0090093946851";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2208656797/ 707292108611/ 66048";""
65500425687;"0090093946851";"11005";2026-05-08;"00002";"FR";"Virement de";"ZIGZAG";"260507/06641262894/01120692       /";""
65500425687;"0090093946851";"11005";2026-05-08;"00003";"FR";"Virement de";"ZIGZAG";"260507/06641132970/01120692       /";""
65500425687;"0090093946851";"11005";2026-05-08;"00004";"FR";"Virement de";"ZIGZAG";"260507/06640858065/01120692       /";""
65500425687;"0090093946851";"11005";2026-05-08;"00005";"FR";"Virement de";"ZIGZAG";"260507/06642070310/01120692       /";""
65500425687;"0090093946851";"11005";2026-05-08;"00006";"FR";"Virement de";"ZIGZAG";"260507/06641888062/01120692       /";""
65500425687;"0090093946851";"11005";2026-05-08;"00007";"FR";"Virement de";"ZIGZAG";"260507/06641542999/01120692       /";""
65500425687;"0090093946851";"11005";2026-05-08;"00008";"FR";"Virement de";"5F L.H";"OV-00021468-13650";""
65500425687;"0090093946851";"11005";2026-05-08;"00009";"FR";"Virement de";"5F L.H";"OV-00021468-13651";""
65500425687;"0090093946851";"11005";2026-05-08;"00010";"FR";"Virement de";"5F L.H";"OV-00021468-13652";""
65500425687;"0090093946851";"11005";2026-05-08;"00011";"FR";"Virement de";"5F L.H";"OV-00021468-13653";""
65500425687;"0090093946851";"11005";2026-05-08;"00012";"FR";"Virement de";"5F L.H";"OV-00021468-13654";""
65500425687;"0090093946851";"11005";2026-05-08;"00013";"FR";"Virement de";"5F L.H";"OV-00021468-13655";""
65500425687;"0090093946851";"11005";2026-05-08;"00014";"FR";"Virement de";"5F L.H";"OV-00021468-13656";""
65500425687;"0090093946851";"11005";2026-05-08;"00015";"FR";"Virement de";"5F L.H";"OV-00021468-13657";""
65500425749;"0090093948085";"11023";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA CHANEL SERVICE";"+++000/0970/24450+++";""
65500425845;"0090093947885";"11016";2026-04-27;"00001";"FR";"Virement de";"COTE JUNIOR";"02911-25-26117422002303";""
65500425845;"0090093947885";"11016";2026-04-27;"00002";"FR";"Virement de";"M. SERHA";"02911-25-26117612014694";""
65500425845;"0090093947885";"11018";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA 2R DOM-OASI";"ABONNEMENT RETAINER";""
65500425845;"0090093947885";"11018";2026-05-08;"00002";"FR";"Virement de";"MAIN MAHE";"02911-25-26128412013602";""
65500425845;"0090093947885";"11018";2026-05-08;"00003";"FR";"Virement de";"CESAR CHARLIE";"02911-25-26128412015871";""
65500425885;"0090093949550";"11017";2026-04-27;"00001";"NL";"Overschrijving van";"BRASSARD QOENILI";"PAGPOV5ZF4DGANKTIPBX7H7W";""
65500425885;"0090093949550";"11019";2026-05-08;"00001";"NL";"Overschrijving van";"BRASSARD QOENILI";"PAT24BSXX36W6KZPN46AULE2";""
65500426095;"0090093953374";"11004";2026-04-27;"00001";"FR";"Virement de";"ELOUAN BONNIE";"02911-25-26117422008361";""
65500426136;"0090093953398";"11016";2026-04-27;"00001";"FR";"Virement de";"5F L.H";"OV-00021416-08144";""
65500426136;"0090093953398";"11016";2026-04-27;"00002";"FR";"Virement de";"5F L.H";"OV-00021416-08145";""
65500426136;"0090093953398";"11016";2026-04-27;"00003";"FR";"Virement de";"5F L.H";"OV-00021416-08146";""
65500426136;"0090093953398";"11016";2026-04-27;"00004";"FR";"Virement de";"5F L.H";"OV-00021416-08147";""
65500426136;"0090093953398";"11016";2026-04-27;"00005";"FR";"Virement de";"5F L.H";"OV-00021416-08148";""
65500426136;"0090093953398";"11018";2026-05-08;"00001";"FR";"Virement de";"5F L.H";"OV-00021467-15597";""
65500426136;"0090093953398";"11018";2026-05-08;"00002";"FR";"Virement de";"5F L.H";"OV-00021467-15598";""
65500426136;"0090093953398";"11018";2026-05-08;"00003";"FR";"Virement de";"5F L.H";"OV-00021467-15599";""
65500426187;"0090093953539";"11004";2026-04-27;"00001";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370701522";""
65500426187;"0090093953539";"11004";2026-04-27;"00002";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370739802";""
65500426187;"0090093953539";"11004";2026-04-27;"00003";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370791662";""
65500426187;"0090093953539";"11004";2026-04-27;"00004";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370738842";""
65500426187;"0090093953539";"11004";2026-04-27;"00005";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370754682";""
65500426187;"0090093953539";"11004";2026-04-27;"00006";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370740382";""
65500426187;"0090093953539";"11004";2026-04-27;"00007";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370766922";""
65500426187;"0090093953539";"11004";2026-04-27;"00008";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370722732";""
65500426187;"0090093953539";"11004";2026-04-27;"00009";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370758192";""
65500426187;"0090093953539";"11004";2026-04-27;"00010";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370737072";""
65500426187;"0090093953539";"11004";2026-04-27;"00011";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370746872";""
65500426187;"0090093953539";"11004";2026-04-27;"00012";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370744932";""
65500426187;"0090093953539";"11004";2026-04-27;"00013";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370764642";""
65500426187;"0090093953539";"11004";2026-04-27;"00014";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370759792";""
65500426187;"0090093953539";"11004";2026-04-27;"00015";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370711212";""
65500426187;"0090093953539";"11004";2026-04-27;"00016";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370725902";""
65500426187;"0090093953539";"11004";2026-04-27;"00017";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370710262";""
65500426187;"0090093953539";"11004";2026-04-27;"00018";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370737402";""
65500426187;"0090093953539";"11004";2026-04-27;"00019";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370744252";""
65500426187;"0090093953539";"11004";2026-04-27;"00020";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370712322";""
65500426187;"0090093953539";"11004";2026-04-27;"00021";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370766422";""
65500426187;"0090093953539";"11004";2026-04-27;"00022";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370760142";""
65500426187;"0090093953539";"11004";2026-04-27;"00023";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370708082";""
65500426187;"0090093953539";"11004";2026-04-27;"00024";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370753342";""
65500426187;"0090093953539";"11004";2026-04-27;"00025";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370706212";""
65500426187;"0090093953539";"11004";2026-04-27;"00026";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370754382";""
65500426187;"0090093953539";"11004";2026-04-27;"00027";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370733732";""
65500426187;"0090093953539";"11004";2026-04-27;"00028";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370739592";""
65500426187;"0090093953539";"11004";2026-04-27;"00029";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370743522";""
65500426187;"0090093953539";"11004";2026-04-27;"00030";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370711692";""
65500426187;"0090093953539";"11004";2026-04-27;"00031";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370745522";""
65500426187;"0090093953539";"11004";2026-04-27;"00032";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370722992";""
65500426187;"0090093953539";"11004";2026-04-27;"00033";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370748032";""
65500426187;"0090093953539";"11004";2026-04-27;"00034";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370741202";""
65500426187;"0090093953539";"11004";2026-04-27;"00035";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370712732";""
65500426462;"0090093957650";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA LESSARD HUFPURUF";"C20579768262 27/04/2026-27/07/2026";""
65500426758;"0090094103886";"11003";2026-05-08;"00001";"NL";"Terugbet kap 950460286856";"";"";""
65500426758;"0090094103886";"11003";2026-05-08;"00002";"NL";"Int term rek 950460286856";"";"";""
65500426758;"0090094103886";"11003";2026-05-08;"00003";"NL";"Voorhef 950460286856";"";"";""
65500427214;"0090093943077";"11004";2026-04-27;"00001";"FR";"Virement de";"AUGUSTIN LARI";"8A7F57DC7C244378B1DE5169AC706A73";""
65500427214;"0090093943077";"11004";2026-04-27;"00002";"FR";"Virement de";"OPTICAL D";"6F08EBC22A484049BDA8C925B20F742C";""
65500427214;"0090093943077";"11005";2026-05-08;"00001";"FR";"Virement de";"ALINA S";"C6DAE4BD97D246AF90FFB524C8924F2D";""
65500427214;"0090093943077";"11005";2026-05-08;"00002";"FR";"Virement de";"ALINA S";"ADD0C70618294E39B96C51E74BA25D97";""
65500427242;"0090093957714";"11053";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA OWEN";"I 0703676721 R B6359602 //20260423-";""
65500427242;"0090093957714";"11061";2026-05-08;"00001";"FR";"Virement de";"CENTRE RIOU";"11032.26.197";""
65500427242;"0090093957714";"11061";2026-05-08;"00002";"FR";"Virement de";"CENTRE RIOU";"11032.26.199";""
65500427242;"0090093957714";"11061";2026-05-08;"00003";"FR";"Virement de";"CENTRE RIOU";"11032.26.160";""
65500427242;"0090093957714";"11061";2026-05-08;"00004";"FR";"Virement de";"CENTRE RIOU";"11032.26.161";""
65500427242;"0090093957714";"11061";2026-05-08;"00005";"FR";"Virement de";"CENTRE HIDQIDOTIU";"001001104139000028349000028341";""
65500427336;"0090093832555";"11018";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA THAIS E";"BBA";""
65500427336;"0090093832555";"11018";2026-05-08;"00002";"NL";"Overschrijving van";"5F L.H";"OV-00021469-02464";""
65500427336;"0090093832555";"11018";2026-05-08;"00003";"NL";"Overschrijving van";"5F L.H";"OV-00021469-02465";""
65500427336;"0090093832555";"11018";2026-05-08;"00004";"NL";"Overschrijving van";"5F L.H";"OV-00021469-02466";""
65500427336;"0090093832555";"11018";2026-05-08;"00005";"NL";"Overschrijving van";"HGK-ID B";"7143B221A375447FBA9FE465E9D02A47";""
65500427336;"0090093832555";"11018";2026-05-08;"00006";"NL";"Overschrijving van";"QIDFUTT B";"202605080848489731ISABEL";""
65500427336;"0090093832555";"11018";2026-05-08;"00007";"NL";"Overschrijving van";"QETIIL B";"113707433883";""
65500428103;"0090093834303";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 8003842 - 05/2";""
65500428103;"0090093834303";"11005";2026-05-08;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"35421";""
65500428153;"0090093835554";"11004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117922025990";""
65500428153;"0090093835554";"11005";2026-05-08;"00001";"FR";"Virement de";"PICHE GADAOTID";"5090507N140";""
65500428238;"0090093838674";"11005";2026-05-08;"00001";"FR";"Virement de";"OSG.NIG.";"20260506171534-687282989005  -01/01";""
65500428261;"0090093839633";"11017";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117212015881";""
65500428261;"0090093839633";"11019";2026-05-08;"00001";"FR";"Virement de";"CHARLIE KU";"103414100142/5405";""
65500428261;"0090093839633";"11019";2026-05-08;"00002";"FR";"Virement de";"CHARLIE KU";"103414100142/5414";""
65500428261;"0090093839633";"11019";2026-05-08;"00003";"FR";"Virement de";"CHARLIE KU";"103414100142/0735";""
65500428261;"0090093839633";"11019";2026-05-08;"00004";"FR";"Virement de";"CHARLIE KU";"103414100142/5629";""
65500428261;"0090093839633";"11019";2026-05-08;"00005";"FR";"Virement de";"AG ILDAFOLN";"33126601";""
65500428261;"0090093839633";"11019";2026-05-08;"00006";"FR";"Virement de";"AG ILDAFOLN";"33126744";""
65500428261;"0090093839633";"11019";2026-05-08;"00007";"FR";"Virement de";"AG ILDAFOLN";"33127988";""
65500428261;"0090093839633";"11019";2026-05-08;"00008";"FR";"Virement de";"AG ILDAFOLN";"33128026";""
65500428261;"0090093839633";"11019";2026-05-08;"00009";"FR";"Virement de";"AG ILDAFOLN";"33128454";""
65500428261;"0090093839633";"11019";2026-05-08;"00010";"FR";"Virement de";"AG ILDAFOLN";"33129684";""
65500428261;"0090093839633";"11019";2026-05-08;"00011";"FR";"Virement de";"AG ILDAFOLN";"33130703";""
65500428261;"0090093839633";"11019";2026-05-08;"00012";"FR";"Virement de";"GERVAIS ODDAFOL";"RF152605071349378267236210";""
65500429502;"0090093879380";"11001";2026-04-27;"00001";"FR";"Remboursement capital 950447375550";"";"";""
65500429502;"0090093879380";"11001";2026-04-27;"00002";"FR";"Intérêts CAT 950447375550";"";"";""
65500429502;"0090093879380";"11001";2026-04-27;"00003";"FR";"Précompte 950447375550";"";"";""
65500429948;"0090093891096";"11004";2026-04-27;"00001";"NL";"Overschrijving van";"SAUL";"02911-25-26117422012370";""
65500429948;"0090093891096";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"IZIWORK";"02911-25-26128222010675";""
65500430071;"0090093891227";"11004";2026-04-27;"00001";"FR";"Virement de";"MUTUALITE NHFUDIULL";"20260423003726000-91420000012304001";""
65500430071;"0090093891227";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
